run_id,method,budget,epoch,train_loss
dense_seed42_stage1,dense,Dense,37,0.00346827730437384
dense_seed42_stage1,dense,Dense,38,0.0034323030967572505
dense_seed42_stage1,dense,Dense,39,0.003317513654226477
dense_seed42_stage1,dense,Dense,40,0.003363605540993802
dense_seed42_stage1,dense,Dense,41,0.0033295712956385886
dense_seed42_stage1,dense,Dense,42,0.0032449880109584714
dense_seed42_stage1,dense,Dense,43,0.0032499422909979254
dense_seed42_stage1,dense,Dense,44,0.0032791598740856145
dense_seed42_stage1,dense,Dense,45,0.003180075626934264
dense_seed42_stage1,dense,Dense,46,0.0032425866675305556
dense_seed42_stage1,dense,Dense,47,0.0030996489767084255
dense_seed42_stage1,dense,Dense,48,0.003010887104616639
dense_seed42_stage1,dense,Dense,49,0.002990638759504865
dense_seed42_stage1,dense,Dense,50,0.002989767197311479
dense_seed42_stage1,dense,Dense,51,0.0030046994280828005
dense_seed42_stage1,dense,Dense,52,0.002973326882520849
dense_seed42_stage1,dense,Dense,53,0.002986920377650754
dense_seed42_stage1,dense,Dense,54,0.002969244331557383
dense_seed42_stage1,dense,Dense,55,0.010160691815086621
dense_seed42_stage1,dense,Dense,56,0.009792459410976896
dense_seed42_stage1,dense,Dense,57,0.004304093044335419
dense_seed42_stage1,dense,Dense,58,0.003632355135855602
dense_seed42_stage1,dense,Dense,59,0.0033035576479767074
dense_seed42_stage1,dense,Dense,60,0.0031773766708322504
dense_seed42_stage1,dense,Dense,61,0.0030377739743190878
dense_seed42_stage1,dense,Dense,62,0.0029820673337374675
dense_seed42_stage1,dense,Dense,63,0.002965692941909359
dense_seed42_stage1,dense,Dense,64,0.002861807157503481
dense_seed42_stage1,dense,Dense,65,0.002855248723248456
dense_seed42_stage1,dense,Dense,66,0.0028100543162547687
dense_seed42_stage1,dense,Dense,67,0.0027304369135155403
dense_seed42_stage1,dense,Dense,68,0.0027219615356521088
dense_seed42_stage1,dense,Dense,69,0.002734663779847324
dense_seed42_stage1,dense,Dense,70,0.0026724464191926365
dense_seed42_stage1,dense,Dense,71,0.0026474078402586995
dense_seed42_stage1,dense,Dense,72,0.0026081400846646344
dense_seed42_stage1,dense,Dense,73,0.0026043645952124783
dense_seed42_stage1,dense,Dense,74,0.0026117310607855384
dense_seed42_stage1,dense,Dense,75,0.002551787184239266
dense_seed42_stage1,dense,Dense,76,0.002544380796880045
dense_seed42_stage1,dense,Dense,77,0.0025054096622625366
dense_seed42_stage1,dense,Dense,78,0.00249564342455879
dense_seed42_stage1,dense,Dense,79,0.002472355502949869
dense_seed42_stage1,dense,Dense,80,0.0023435670653348195
dense_seed42_stage1,dense,Dense,81,0.0023263106732554933
dense_seed42_stage1,dense,Dense,82,0.0023203241786525705
dense_seed42_stage1,dense,Dense,83,0.0023030279448226173
dense_seed42_stage1,dense,Dense,84,0.002269077521904887
dense_seed42_stage1,dense,Dense,85,0.002288202013934348
dense_seed42_stage1,dense,Dense,86,0.002274350341820614
dense_seed42_stage1,dense,Dense,87,0.002258131770971925
dense_seed42_stage1,dense,Dense,88,0.0022781703037833994
dense_seed42_stage1,dense,Dense,89,0.0022457701242603162
dense_seed42_stage1,dense,Dense,90,0.0022416426849729836
dense_seed42_stage1,dense,Dense,91,0.0022547787325976894
dense_seed42_stage1,dense,Dense,92,0.0022331369415970834
dense_seed42_stage1,dense,Dense,93,0.002218859144511256
dense_seed42_stage1,dense,Dense,94,0.0022128035259888846
dense_seed42_stage1,dense,Dense,95,0.0022105798383795735
dense_seed42_stage1,dense,Dense,96,0.00219266985770949
dense_seed42_stage1,dense,Dense,97,0.0021969734203749077
dense_seed42_stage1,dense,Dense,98,0.002171757101252219
dense_seed42_stage1,dense,Dense,99,0.002176845582769292
dense_seed42_stage1,dense,Dense,100,0.0021739495949735467
dense_seed42_stage1,dense,Dense,101,0.0021580674424222573
dense_seed42_stage1,dense,Dense,102,0.0021619043493162882
dense_seed42_stage1,dense,Dense,103,0.0021761842864625
dense_seed42_stage1,dense,Dense,104,0.002141453775000124
dense_seed42_stage1,dense,Dense,105,0.00215815564715353
dense_seed42_stage1,dense,Dense,106,0.002133272300310869
dense_seed42_stage1,dense,Dense,107,0.002128927071177539
dense_seed42_stage1,dense,Dense,108,0.002131433313479647
dense_seed42_stage1,dense,Dense,109,0.002123201554492512
dense_seed42_stage1,dense,Dense,110,0.0021046152003381916
dense_seed42_stage1,dense,Dense,111,0.002107435308255632
dense_seed42_stage1,dense,Dense,112,0.0021102961454357197
dense_seed42_stage1,dense,Dense,113,0.002100538976980928
dense_seed42_stage1,dense,Dense,114,0.0020856242589751615
dense_seed42_stage1,dense,Dense,115,0.002078334289105074
dense_seed42_stage1,dense,Dense,116,0.00208972006549494
dense_seed42_stage1,dense,Dense,117,0.002068561207356942
dense_seed42_stage1,dense,Dense,118,0.002069611715690352
dense_seed42_stage1,dense,Dense,119,0.0020726100802347263
dense_seed42_stage1,dense,Dense,120,0.002053581575115033
dense_seed42_stage1,dense,Dense,121,0.0020708303138157946
dense_seed42_stage1,dense,Dense,122,0.002052942164579129
dense_seed42_stage1,dense,Dense,123,0.002049770717697337
dense_seed42_stage1,dense,Dense,124,0.002049839448250652
dense_seed42_stage1,dense,Dense,125,0.0020381921696095194
dense_seed42_stage1,dense,Dense,126,0.002028054622759884
dense_seed42_stage1,dense,Dense,127,0.002027365507525788
dense_seed42_stage1,dense,Dense,128,0.0020121513448526805
dense_seed42_stage1,dense,Dense,129,0.0020271849742981587
dense_seed42_stage1,dense,Dense,130,0.001999458873042579
dense_seed42_stage1,dense,Dense,131,0.0020131938864769256
dense_seed42_stage1,dense,Dense,132,0.0019887505189585004
dense_seed42_stage1,dense,Dense,133,0.002000694592889557
dense_seed42_stage1,dense,Dense,134,0.0019876931219961137
dense_seed42_stage1,dense,Dense,135,0.0020063676167913574
dense_seed42_stage1,dense,Dense,136,0.0019878609207498424
dense_seed42_stage1,dense,Dense,137,0.0019906149756663697
dense_seed42_stage1,dense,Dense,138,0.0019791746138040213
dense_seed42_stage1,dense,Dense,139,0.001955649955407159
dense_seed42_stage1,dense,Dense,140,0.001957803652832344
dense_seed42_stage1,dense,Dense,141,0.001938864981639199
dense_seed42_stage1,dense,Dense,142,0.001963080255317185
dense_seed42_stage1,dense,Dense,143,0.001943146858545159
dense_seed42_stage1,dense,Dense,144,0.0019380706015657237
dense_seed42_stage1,dense,Dense,145,0.0019361905040259056
dense_seed42_stage1,dense,Dense,146,0.001925921432012593
dense_seed42_stage1,dense,Dense,147,0.0019388730619771485
dense_seed42_stage1,dense,Dense,148,0.001926792794194548
dense_seed42_stage1,dense,Dense,149,0.0019266258013692307
pce_seed42_stage1,pce,B1,0,0.30002787205925646
pce_seed42_stage1,pce,B1,1,0.1125442313446485
pce_seed42_stage1,pce,B1,2,0.06422821490807419
pce_seed42_stage1,pce,B1,3,0.05254244127934997
pce_seed42_stage1,pce,B1,4,0.03874809062418013
pce_seed42_stage1,pce,B1,5,0.02745014551854841
pce_seed42_stage1,pce,B1,6,0.024147546099637575
pce_seed42_stage1,pce,B1,7,0.018939711656322345
pce_seed42_stage1,pce,B1,8,0.013418451404852911
pce_seed42_stage1,pce,B1,9,0.01495625000082308
pce_seed42_stage1,pce,B1,10,0.008362694726356689
pce_seed42_stage1,pce,B1,11,0.009517946220164069
pce_seed42_stage1,pce,B1,12,0.006535087223894268
pce_seed42_stage1,pce,B1,13,0.005463673730765607
pce_seed42_stage1,pce,B1,14,0.005263223655190891
pce_seed42_stage1,pce,B1,15,0.004400861295090045
pce_seed42_stage1,pce,B1,16,0.005282851596677303
pce_seed42_stage1,pce,B1,17,0.004381255560387449
pce_seed42_stage1,pce,B1,18,0.005487163846205379
pce_seed42_stage1,pce,B1,19,0.003950389558423361
pce_seed42_stage1,pce,B1,20,0.003191384208335837
pce_seed42_stage1,pce,B1,21,0.002267941844307193
pce_seed42_stage1,pce,B1,22,0.003159992640989719
pce_seed42_stage1,pce,B1,23,0.003542622410141072
pce_seed42_stage1,pce,B1,24,0.002557507657063815
pce_seed42_stage1,pce,B1,25,0.0024778468725847407
pce_seed42_stage1,pce,B1,26,0.0036147714960397355
pce_seed42_stage1,pce,B1,27,0.0023232454065227432
pce_seed42_stage1,pce,B1,28,0.004213497017983482
pce_seed42_stage1,pce,B1,29,0.0035636157380071034
pce_seed42_stage1,pce,B1,30,0.002420384631609625
pce_seed42_stage1,pce,B1,31,0.0019129236369354158
pce_seed42_stage1,pce,B1,32,0.0017488174135673654
pce_seed42_stage1,pce,B1,33,0.0016762194782470343
pce_seed42_stage1,pce,B1,34,0.0016326461092197125
pce_seed42_stage1,pce,B1,35,0.0015198937357262308
pce_seed42_stage1,pce,B1,36,0.0020145815136877543
pce_seed42_stage1,pce,B1,37,0.00225411077579512
pce_seed42_stage1,pce,B1,38,0.0017516813050900857
pce_seed42_stage1,pce,B1,39,0.0015843325207326193
pce_seed42_stage1,pce,B1,40,0.0017881280660390075
pce_seed42_stage1,pce,B1,41,0.001838938973859745
pce_seed42_stage1,pce,B1,42,0.0014419665767986965
pce_seed42_stage1,pce,B1,43,0.001243641137095094
pce_seed42_stage1,pce,B1,44,0.0014396204847596824
pce_seed42_stage1,pce,B1,45,0.0016760267369451934
pce_seed42_stage1,pce,B1,46,0.0017671618486033028
pce_seed42_stage1,pce,B1,47,0.001437802069682085
pce_seed42_stage1,pce,B1,48,0.0011036706541206736
pce_seed42_stage1,pce,B1,49,0.0011351220905668048
pce_seed42_stage1,pce,B1,50,0.001168441660589884
pce_seed42_stage1,pce,B1,51,0.001122298040551162
pce_seed42_stage1,pce,B1,52,0.0010467325735008858
pce_seed42_stage1,pce,B1,53,0.0010191493798073646
pce_seed42_stage1,pce,B1,54,0.0010575272332339276
pce_seed42_stage1,pce,B1,55,0.0019513963113858628
pce_seed42_stage1,pce,B1,56,0.0012771997993474224
pce_seed42_stage1,pce,B1,57,0.001212128646418393
pce_seed42_stage1,pce,B1,58,0.0012087489292624608
pce_seed42_stage1,pce,B1,59,0.0021200430694075004
pce_seed42_stage1,pce,B1,60,0.0019007944567739495
pce_seed42_stage1,pce,B1,61,0.0012050773061359227
pce_seed42_stage1,pce,B1,62,0.0009974751265059588
pce_seed42_stage1,pce,B1,63,0.000909556107067848
pce_seed42_stage1,pce,B1,64,0.000862916348680792
pce_seed42_stage1,pce,B1,65,0.0010813174097932538
pce_seed42_stage1,pce,B1,66,0.0012187243477746338
pce_seed42_stage1,pce,B1,67,0.0012078008313429283
pce_seed42_stage1,pce,B1,68,0.001203964340698438
pce_seed42_stage1,pce,B1,69,0.001062247901067641
pce_seed42_stage1,pce,B1,70,0.0010387951733072044
pce_seed42_stage1,pce,B1,71,0.000874981314182985
pce_seed42_stage1,pce,B1,72,0.0009186897557486147
pce_seed42_stage1,pce,B1,73,0.0009778889241517919
pce_seed42_stage1,pce,B1,74,0.000837483094640452
pce_seed42_stage1,pce,B1,75,0.0007256208070390539
pce_seed42_stage1,pce,B1,76,0.0007275915343051205
pce_seed42_stage1,pce,B1,77,0.0007448619666425376
pce_seed42_stage1,pce,B1,78,0.0007776711666639236
pce_seed42_stage1,pce,B1,79,0.0007238624956260645
pce_seed42_stage1,pce,B1,80,0.00069342319947
pce_seed42_stage1,pce,B1,81,0.0005501045181776053
pce_seed42_stage1,pce,B1,82,0.0004946869040117975
pce_seed42_stage1,pce,B1,83,0.0004230782340281218
pce_seed42_stage1,pce,B1,84,0.00046370967776022037
pce_seed42_stage1,pce,B1,85,0.0005099352212614528
pce_seed42_stage1,pce,B1,86,0.0004527057679673269
pce_seed42_stage1,pce,B1,87,0.0005027793723439316
pce_seed42_stage1,pce,B1,88,0.00043055352185206175
pce_seed42_stage1,pce,B1,89,0.00044296647602721503
pce_seed42_stage1,pce,B1,90,0.00041729978574006973
pce_seed42_stage1,pce,B1,91,0.00038835797332919966
pce_seed42_stage1,pce,B1,92,0.00043374948504793897
pce_seed42_stage1,pce,B1,93,0.000435725576711348
pce_seed42_stage1,pce,B1,94,0.0004135940085236138
pce_seed42_stage1,pce,B1,95,0.0004242339341760151
pce_seed42_stage1,pce,B1,96,0.0004366990454298622
pce_seed42_stage1,pce,B1,97,0.00040526472234119485
pce_seed42_stage1,pce,B1,98,0.00042997192031232935
pce_seed42_stage1,pce,B1,99,0.0004027522085532128
pce_seed42_stage1,pce,B1,100,0.000437468630678194
pce_seed42_stage1,pce,B1,101,0.000392605481173048
pce_seed42_stage1,pce,B1,102,0.0003942335768201133
pce_seed42_stage1,pce,B1,103,0.0003427049696425044
pce_seed42_stage1,pce,B1,104,0.0003904415514153592
pce_seed42_stage1,pce,B1,105,0.0003707313567420662
pce_seed42_stage1,pce,B1,106,0.0003370683003613511
pce_seed42_stage1,pce,B1,107,0.00033092573107010596
pce_seed42_stage1,pce,B1,108,0.00038624179875235143
pce_seed42_stage1,pce,B1,109,0.0003735151202539313
pce_seed42_stage1,pce,B1,110,0.00040244674549940173
pce_seed42_stage1,pce,B1,111,0.00035693757632449685
pce_seed42_stage1,pce,B1,112,0.0004099182824175996
pce_seed42_stage1,pce,B1,113,0.00043392307276356385
pce_seed42_stage1,pce,B1,114,0.0003918912252543731
pce_seed42_stage1,pce,B1,115,0.0004240289905096277
pce_seed42_stage1,pce,B1,116,0.0003812492650619082
pce_seed42_stage1,pce,B1,117,0.00038422617156326174
pce_seed42_stage1,pce,B1,118,0.0005468272696610881
pce_seed42_stage1,pce,B1,119,0.0005245943919555484
pce_seed42_stage1,pce,B1,120,0.0003878534359366822
pce_seed42_stage1,pce,B1,121,0.0003616335528936878
pce_seed42_stage1,pce,B1,122,0.00042538154137250245
pce_seed42_stage1,pce,B1,123,0.0003620566870819145
pce_seed42_stage1,pce,B1,124,0.00035350521649802735
pce_seed42_stage1,pce,B1,125,0.000337849648007207
pce_seed42_stage1,pce,B1,126,0.000339189701903613
pce_seed42_stage1,pce,B1,127,0.00034925538433107156
pce_seed42_stage1,pce,B1,128,0.00030611723477121246
pce_seed42_stage1,pce,B1,129,0.0003253062412913691
pce_seed42_stage1,pce,B1,130,0.00035855318426624317
pce_seed42_stage1,pce,B1,131,0.0004137482506385995
pce_seed42_stage1,pce,B1,132,0.0003811686761170196
pce_seed42_stage1,pce,B1,133,0.0004413504857570492
pce_seed42_stage1,pce,B1,134,0.00033834567919178787
pce_seed42_stage1,pce,B1,135,0.00031565461235053764
pce_seed42_stage1,pce,B1,136,0.0002561445486880177
pce_seed42_stage1,pce,B1,137,0.0003204903504875888
pce_seed42_stage1,pce,B1,138,0.00029197400311017387
pce_seed42_stage1,pce,B1,139,0.00029154712440050717
pce_seed42_stage1,pce,B1,140,0.0003161192855896867
pce_seed42_stage1,pce,B1,141,0.00031793093354222043
pce_seed42_stage1,pce,B1,142,0.0002714049634008649
pce_seed42_stage1,pce,B1,143,0.00029955999030420043
pce_seed42_stage1,pce,B1,144,0.00038201744108637235
pce_seed42_stage1,pce,B1,145,0.0003347440279196055
pce_seed42_stage1,pce,B1,146,0.00031316831551445577
pce_seed42_stage1,pce,B1,147,0.0002933313221159599
pce_seed42_stage1,pce,B1,148,0.00031566284853813714
pce_seed42_stage1,pce,B1,149,0.0002785807769220207
zs_seed42_stage1,zs,B1,0,0.3228078621459451
zs_seed42_stage1,zs,B1,1,0.11549732154433398
zs_seed42_stage1,zs,B1,2,0.07735160138319305
zs_seed42_stage1,zs,B1,3,0.05233800581884273
zs_seed42_stage1,zs,B1,4,0.04896573801624014
zs_seed42_stage1,zs,B1,5,0.03479833749588579
zs_seed42_stage1,zs,B1,6,0.02596408523683575
zs_seed42_stage1,zs,B1,7,0.01940935665736609
zs_seed42_stage1,zs,B1,8,0.013900346121443634
zs_seed42_stage1,zs,B1,9,0.01562638979211965
zs_seed42_stage1,zs,B1,10,0.01320772631368798
zs_seed42_stage1,zs,B1,11,0.015508236658903076
zs_seed42_stage1,zs,B1,12,0.01087494635771207
zs_seed42_stage1,zs,B1,13,0.008346833787769316
zs_seed42_stage1,zs,B1,14,0.01060877927762278
zs_seed42_stage1,zs,B1,15,0.0070350652014430455
zs_seed42_stage1,zs,B1,16,0.006551367870378407
zs_seed42_stage1,zs,B1,17,0.006087660233730431
zs_seed42_stage1,zs,B1,18,0.005516970618083043
zs_seed42_stage1,zs,B1,19,0.004758805521402231
zs_seed42_stage1,zs,B1,20,0.004287089823381084
zs_seed42_stage1,zs,B1,21,0.00384970604283537
zs_seed42_stage1,zs,B1,22,0.003886127188378212
zs_seed42_stage1,zs,B1,23,0.005890772250379396
zs_seed42_stage1,zs,B1,24,0.0047066510014701635
zs_seed42_stage1,zs,B1,25,0.004809136336181372
zs_seed42_stage1,zs,B1,26,0.00573574852302393
zs_seed42_stage1,zs,B1,27,0.004147867351074386
zs_seed42_stage1,zs,B1,28,0.003950957911079155
zs_seed42_stage1,zs,B1,29,0.003420638179646785
zs_seed42_stage1,zs,B1,30,0.0029603561901665747
zs_seed42_stage1,zs,B1,31,0.0034679884925123026
zs_seed42_stage1,zs,B1,32,0.006465040764367664
zs_seed42_stage1,zs,B1,33,0.00629112080756347
zs_seed42_stage1,zs,B1,34,0.003511225784251942
zs_seed42_stage1,zs,B1,35,0.0032818453876237246
zs_seed42_stage1,zs,B1,36,0.011446111174820467
zs_seed42_stage1,zs,B1,37,0.006104226514233891
zs_seed42_stage1,zs,B1,38,0.0047178534181550776
zs_seed42_stage1,zs,B1,39,0.003928663861749575
zs_seed42_stage1,zs,B1,40,0.003351860353042015
zs_seed42_stage1,zs,B1,41,0.003052879304456663
zs_seed42_stage1,zs,B1,42,0.0028128830992809914
zs_seed42_stage1,zs,B1,43,0.0024862379396700875
zs_seed42_stage1,zs,B1,44,0.002663802619010428
zs_seed42_stage1,zs,B1,45,0.0027279510397149468
zs_seed42_stage1,zs,B1,46,0.003573043890200813
zs_seed42_stage1,zs,B1,47,0.0043236362426467435
zs_seed42_stage1,zs,B1,48,0.019839733715188948
zs_seed42_stage1,zs,B1,49,0.005220018474613019
zs_seed42_stage1,zs,B1,50,0.003419063185921256
zs_seed42_stage1,zs,B1,51,0.0031671655436165316
zs_seed42_stage1,zs,B1,52,0.0028479051131611454
zs_seed42_stage1,zs,B1,53,0.0025453021095946746
zs_seed42_stage1,zs,B1,54,0.002424393983637082
zs_seed42_stage1,zs,B1,55,0.002193068297353246
zs_seed42_stage1,zs,B1,56,0.002062189766760678
zs_seed42_stage1,zs,B1,57,0.0021313225966259003
zs_seed42_stage1,zs,B1,58,0.002121482204839072
zs_seed42_stage1,zs,B1,59,0.002097481359359858
zs_seed42_stage1,zs,B1,60,0.002039329816978623
zs_seed42_stage1,zs,B1,61,0.0019181807405634862
zs_seed42_stage1,zs,B1,62,0.0018374911678813775
zs_seed42_stage1,zs,B1,63,0.0017189962044482099
zs_seed42_stage1,zs,B1,64,0.0018229493787735105
zs_seed42_stage1,zs,B1,65,0.002401283388725789
zs_seed42_stage1,zs,B1,66,0.0020127708150849163
zs_seed42_stage1,zs,B1,67,0.002121656078088563
zs_seed42_stage1,zs,B1,68,0.0018534245326473535
zs_seed42_stage1,zs,B1,69,0.0017154681915231545
zs_seed42_stage1,zs,B1,70,0.0015936436313031084
zs_seed42_stage1,zs,B1,71,0.0016511690549297318
zs_seed42_stage1,zs,B1,72,0.0017150419725828427
zs_seed42_stage1,zs,B1,73,0.001823136063436284
zs_seed42_stage1,zs,B1,74,0.0017433999545322335
zs_seed42_stage1,zs,B1,75,0.0015902139501586714
zs_seed42_stage1,zs,B1,76,0.0016072998108203583
zs_seed42_stage1,zs,B1,77,0.0016879337431709382
zs_seed42_stage1,zs,B1,78,0.001878881743555502
zs_seed42_stage1,zs,B1,79,0.001588643372939414
zs_seed42_stage1,zs,B1,80,0.0013287809008343562
zs_seed42_stage1,zs,B1,81,0.0012507530513214582
zs_seed42_stage1,zs,B1,82,0.0012089839656255208
zs_seed42_stage1,zs,B1,83,0.001135288696380659
zs_seed42_stage1,zs,B1,84,0.001171795515085947
zs_seed42_stage1,zs,B1,85,0.00116733253959497
zs_seed42_stage1,zs,B1,86,0.0011167938868543678
zs_seed42_stage1,zs,B1,87,0.0011530730367435064
zs_seed42_stage1,zs,B1,88,0.0011515659171756
zs_seed42_stage1,zs,B1,89,0.001147351402323693
zs_seed42_stage1,zs,B1,90,0.0010337573904952808
zs_seed42_stage1,zs,B1,91,0.0010110406654619394
zs_seed42_stage1,zs,B1,92,0.0010092669345272527
zs_seed42_stage1,zs,B1,93,0.0011822990967862387
zs_seed42_stage1,zs,B1,94,0.001108594432267598
zs_seed42_stage1,zs,B1,95,0.001154316269635951
zs_seed42_stage1,zs,B1,96,0.0011560094033174731
zs_seed42_stage1,zs,B1,97,0.001054312423412797
zs_seed42_stage1,zs,B1,98,0.0011995125099387455
zs_seed42_stage1,zs,B1,99,0.0010398209742561448
zs_seed42_stage1,zs,B1,100,0.001002071167254434
zs_seed42_stage1,zs,B1,101,0.0009943431322561934
zs_seed42_stage1,zs,B1,102,0.001030679640686511
zs_seed42_stage1,zs,B1,103,0.0010119605720590582
zs_seed42_stage1,zs,B1,104,0.0010204076258579586
zs_seed42_stage1,zs,B1,105,0.0010252296536798005
zs_seed42_stage1,zs,B1,106,0.0010321055246520778
zs_seed42_stage1,zs,B1,107,0.0009645152842611114
zs_seed42_stage1,zs,B1,108,0.0010437879121882167
zs_seed42_stage1,zs,B1,109,0.0009426054619209336
zs_seed42_stage1,zs,B1,110,0.0009681204886719376
zs_seed42_stage1,zs,B1,111,0.0009785724760149606
zs_seed42_stage1,zs,B1,112,0.001029178490345193
zs_seed42_stage1,zs,B1,113,0.0010393476120643366
zs_seed42_stage1,zs,B1,114,0.0010333896223412322
zs_seed42_stage1,zs,B1,115,0.0010431792826684034
zs_seed42_stage1,zs,B1,116,0.0010221562064389024
zs_seed42_stage1,zs,B1,117,0.0010866766789788132
zs_seed42_stage1,zs,B1,118,0.000980724855833885
zs_seed42_stage1,zs,B1,119,0.001060778769897297
zs_seed42_stage1,zs,B1,120,0.0009821794458517578
zs_seed42_stage1,zs,B1,121,0.0009036626373578675
zs_seed42_stage1,zs,B1,122,0.0009633041841647975
zs_seed42_stage1,zs,B1,123,0.0009189118868658974
zs_seed42_stage1,zs,B1,124,0.0010334404954498516
zs_seed42_stage1,zs,B1,125,0.0009361539798308203
zs_seed42_stage1,zs,B1,126,0.0009677704749381209
zs_seed42_stage1,zs,B1,127,0.0009301576091216857
zs_seed42_stage1,zs,B1,128,0.0009734626032599059
zs_seed42_stage1,zs,B1,129,0.0010071135307333997
zs_seed42_stage1,zs,B1,130,0.0009647184083308836
zs_seed42_stage1,zs,B1,131,0.0010262490086074166
zs_seed42_stage1,zs,B1,132,0.0008827646484628241
zs_seed42_stage1,zs,B1,133,0.0009292421685692735
zs_seed42_stage1,zs,B1,134,0.0008628094709568726
zs_seed42_stage1,zs,B1,135,0.0008536424913395325
zs_seed42_stage1,zs,B1,136,0.0007997975599403404
zs_seed42_stage1,zs,B1,137,0.0009691169979440871
zs_seed42_stage1,zs,B1,138,0.0008929579964890937
zs_seed42_stage1,zs,B1,139,0.000870161872026461
zs_seed42_stage1,zs,B1,140,0.0008886757351958411
zs_seed42_stage1,zs,B1,141,0.0008917540346490259
zs_seed42_stage1,zs,B1,142,0.0007896662971185659
zs_seed42_stage1,zs,B1,143,0.0008359831067246751
zs_seed42_stage1,zs,B1,144,0.0008387905888431557
zs_seed42_stage1,zs,B1,145,0.0008461944409181671
zs_seed42_stage1,zs,B1,146,0.0008052299093291599
zs_seed42_stage1,zs,B1,147,0.0008110711928469406
zs_seed42_stage1,zs,B1,148,0.0009262292694481229
zs_seed42_stage1,zs,B1,149,0.0010736235277324746
pce_seed42_stage1,pce,B2,0,0.28751922080768866
pce_seed42_stage1,pce,B2,1,0.10347482132566894
pce_seed42_stage1,pce,B2,2,0.06352689988326599
pce_seed42_stage1,pce,B2,3,0.04564211545809311
pce_seed42_stage1,pce,B2,4,0.039124042218045746
pce_seed42_stage1,pce,B2,5,0.023082539884118423
pce_seed42_stage1,pce,B2,6,0.019518979307093183
pce_seed42_stage1,pce,B2,7,0.01690201524368294
pce_seed42_stage1,pce,B2,8,0.01198864938495272
pce_seed42_stage1,pce,B2,9,0.01030685963602043
pce_seed42_stage1,pce,B2,10,0.006583991876702404
pce_seed42_stage1,pce,B2,11,0.009149418036611949
pce_seed42_stage1,pce,B2,12,0.0049704244387361
pce_seed42_stage1,pce,B2,13,0.004480972831380371
pce_seed42_stage1,pce,B2,14,0.0056496893078648545
pce_seed42_stage1,pce,B2,15,0.004743175934823314
pce_seed42_stage1,pce,B2,16,0.004634002945469082
pce_seed42_stage1,pce,B2,17,0.0033633987337414006
pce_seed42_stage1,pce,B2,18,0.002880509470490692
pce_seed42_stage1,pce,B2,19,0.002850130802157087
pce_seed42_stage1,pce,B2,20,0.002400110329033928
pce_seed42_stage1,pce,B2,21,0.0021241238633747535
pce_seed42_stage1,pce,B2,22,0.002155337374673802
pce_seed42_stage1,pce,B2,23,0.002408584394110695
pce_seed42_stage1,pce,B2,24,0.0021295551742711986
pce_seed42_stage1,pce,B2,25,0.0020332205057350602
pce_seed42_stage1,pce,B2,26,0.002318319060742261
pce_seed42_stage1,pce,B2,27,0.0020792345000622747
pce_seed42_stage1,pce,B2,28,0.002668820179136906
pce_seed42_stage1,pce,B2,29,0.002315661702847679
pce_seed42_stage1,pce,B2,30,0.002248654444725433
pce_seed42_stage1,pce,B2,31,0.0018991396073892383
pce_seed42_stage1,pce,B2,32,0.0014217115619196213
pce_seed42_stage1,pce,B2,33,0.0016362085863047856
